Rank,Name,Team,ByeWeek,Age,Position,PositionRank,Week1ADP,Week2ADP,Week3ADP,HighestADP,LowestADP,AverageDraftPositionPPR
53,Jordan Cameron,CLE,4,34,TE,TE4,null,null,null,null,null,50.4
54,Andrew Luck,IND,10,32,QB,QB5,null,null,null,null,null,51.9
54,Ray Rice,BAL,11,35,RB,RB24,null,null,null,null,null,51.9
56,T.Y. Hilton,IND,10,32,WR,WR23,null,null,null,null,null,54.7
57,Frank Gore,SF,8,39,RB,RB25,null,null,null,null,null,54.8
58,Pierre Thomas,NO,6,37,RB,RB26,null,null,null,null,null,55.1
59,Torrey Smith,BAL,11,33,WR,WR24,null,null,null,null,null,55.3
60,Ben Tate,CLE,4,34,RB,RB27,null,null,null,null,null,57.5
61,Tom Brady,NE,10,45,QB,QB6,85.5,92,90.4,85.5,141.9,57.6
62,Chris Johnson,NYJ,11,36,RB,RB28,null,null,null,null,null,60.3
63,DeSean Jackson,WAS,10,35,WR,WR25,null,null,null,null,null,60.7
64,Kendall Wright,TEN,9,32,WR,WR26,null,null,null,null,null,62.8
65,Jeremy Maclin,PHI,7,34,WR,WR27,null,null,null,null,null,64
66,Vernon Davis,SF,8,38,TE,TE5,null,null,null,null,null,64.7
67,Matt Ryan,ATL,9,37,QB,QB7,132.4,139.7,140.5,132.4,150.8,65.2
68,Bishop Sankey,TEN,9,29,RB,RB29,null,null,null,null,null,65.3
69,Marques Colston,NO,6,39,WR,WR28,null,null,null,null,null,66
70,Jason Witten,DAL,11,40,TE,TE6,null,null,null,null,null,68.3
71,Wes Welker,DEN,4,41,WR,WR29,null,null,null,null,null,69.2
72,Danny Woodhead,LAC,10,37,RB,RB30,null,null,null,null,null,69.6
73,Maurice Jones-Drew,LV,5,37,RB,RB31,null,null,null,null,null,70.8
74,Trent Richardson,IND,10,32,RB,RB32,null,null,null,null,null,71.6
75,Brandin Cooks,NO,6,28,WR,WR30,55.8,56.1,56.4,55.3,58.3,72.1
76,Nick Foles,PHI,7,33,QB,QB8,627,578,587,544,686,74.1
76,Golden Tate,DET,9,34,WR,WR31,null,null,null,null,null,74.1
78,Mike Wallace,MIA,5,36,WR,WR32,null,null,null,null,null,74.9
79,Kyle Rudolph,MIN,10,32,TE,TE7,406,143.6,150.7,143.6,406,75.6
80,Darren Sproles,PHI,7,39,RB,RB33,null,null,null,null,null,77
81,Reggie Wayne,IND,10,43,WR,WR33,null,null,null,null,null,77.6
82,Fred Jackson,BUF,9,41,RB,RB34,null,null,null,null,null,77.9
83,Jay Cutler,CHI,9,39,QB,QB9,null,null,null,null,null,78.2
84,Eric Decker,NYJ,11,35,WR,WR34,null,null,null,null,null,82.7
85,Tony Romo,DAL,11,42,QB,QB10,null,null,null,null,null,83.8
86,Jordan Reed,WAS,10,32,TE,TE8,null,null,null,null,null,84.1
87,Lamar Miller,MIA,5,31,RB,RB35,null,null,null,null,null,84.5
88,Kelvin Benjamin,CAR,12,31,WR,WR35,null,null,null,null,null,85
89,Knowshon Moreno,MIA,5,35,RB,RB36,null,null,null,null,null,85.7
90,Steven Jackson,ATL,9,39,RB,RB37,null,null,null,null,null,86.7
90,Terrance Williams,DAL,11,32,WR,WR36,null,null,null,null,null,86.7
92,Greg Olsen,CAR,12,37,TE,TE9,null,null,null,null,null,88.1
93,Dennis Pitta,BAL,11,37,TE,TE10,null,null,null,null,null,88.7
94,Cam Newton,CAR,12,33,QB,QB11,null,null,null,null,null,90.5
95,Carlos Hyde,SF,8,31,RB,RB38,null,null,null,null,null,93
96,Zach Ertz,PHI,7,31,TE,TE11,91,96.6,96.9,91,138,93.2
97,Justin Hunter,TEN,9,31,WR,WR37,null,null,null,null,null,96.8
98,Bernard Pierce,BAL,11,32,RB,RB39,null,null,null,null,null,97.1
99,Seattle Seahawks,SEA,4,null,DST,DST1,178,178,178,178,178,98.3
100,Mark Ingram II,NO,6,32,RB,RB40,145.6,125.3,122.7,119.4,162.4,98.8
101,Philip Rivers,LAC,10,40,QB,QB12,null,null,null,null,null,99.1
102,Stevan Ridley,NE,10,33,RB,RB41,null,null,null,null,null,99.3
103,Colin Kaepernick,SF,8,34,QB,QB13,null,null,null,null,null,100
104,Rueben Randle,NYG,8,31,WR,WR38,null,null,null,null,null,100.4
104,Jeremy Hill,CIN,4,29,RB,RB42,null,null,null,null,null,100.4
106,Mike Evans,TB,7,29,WR,WR39,24.9,25.1,24.1,22.5,28.8,101.9
107,Devonta Freeman,ATL,9,30,RB,RB43,null,null,null,null,null,103.9
108,Russell Wilson,SEA,4,33,QB,QB14,71.7,77.7,80.9,71.7,91.5,104.2
108,Riley Cooper,PHI,7,34,WR,WR40,null,null,null,null,null,104.2
110,Sammy Watkins,BUF,9,29,WR,WR41,185.2,175.5,175.7,155.4,212,104.9
111,Terrance West,CLE,4,31,RB,RB44,null,null,null,null,null,109.2
112,Dwayne Bowe,KC,6,37,WR,WR42,null,null,null,null,null,109.3
112,Andre Williams,NYG,8,30,RB,RB45,null,null,null,null,null,109.3
114,DeAngelo Williams,CAR,12,39,RB,RB46,null,null,null,null,null,111.9
115,DeAndre Hopkins,HOU,10,30,WR,WR43,90.7,53.6,50.9,26.5,90.7,112
115,Martellus Bennett,CHI,9,35,TE,TE12,null,null,null,null,null,112
117,Robert Griffin III,WAS,10,32,QB,QB15,null,null,null,null,null,112.1
118,Danny Amendola,NE,10,36,WR,WR44,null,null,null,null,null,113.1
119,Darren McFadden,LV,5,35,RB,RB47,null,null,null,null,null,115
120,Hakeem Nicks,IND,10,34,WR,WR45,null,null,null,null,null,116.5
121,Anquan Boldin,SF,8,41,WR,WR46,null,null,null,null,null,116.9
122,Carolina Panthers,CAR,12,null,DST,DST2,163.5,177.3,177.3,150.5,181,118.2
123,Steve Smith,BAL,11,43,WR,WR47,null,null,null,null,null,120.6
124,Markus Wheaton,PIT,12,31,WR,WR48,null,null,null,null,null,121.7
125,Ahmad Bradshaw,IND,10,36,RB,RB48,null,null,null,null,null,121.8
126,Jordan Matthews,PHI,7,30,TE,TE13,null,null,null,null,null,123
127,San Francisco 49ers,SF,8,null,DST,DST3,153.1,139.9,139.8,137.3,153.1,123.4
128,Andy Dalton,CIN,4,34,QB,QB16,517,462,477,412,523,125.4
129,Cecil Shorts,JAX,11,34,WR,WR49,null,null,null,null,null,126.8
130,New England Patriots,NE,10,null,DST,DST4,194.2,160.4,161.9,155,194.2,128
131,Lance Dunbar,DAL,11,32,RB,RB49,null,null,null,null,null,128.4
132,Jarrett Boykin,GB,9,32,WR,WR50,null,null,null,null,null,128.7
133,Khiry Robinson,NO,6,32,RB,RB50,null,null,null,null,null,129
134,Ben Roethlisberger,PIT,12,40,QB,QB17,null,null,null,null,null,129.5
135,Charles Clay,MIA,5,33,TE,TE14,null,null,null,null,null,131.9
136,Denver Broncos,DEN,4,null,DST,DST5,184.7,165.8,168.1,156.9,184.7,132.5
137,LeGarrette Blount,PIT,12,35,RB,RB51,null,null,null,null,null,133.2
138,Kenny Britt,LAR,4,33,WR,WR51,null,null,null,null,null,133.4
139,Heath Miller,PIT,12,39,TE,TE15,null,null,null,null,null,133.6
140,Los Angeles Rams,LAR,4,null,DST,DST6,139,125.2,123.5,123.5,151.1,134.8
141,Cincinnati Bengals,CIN,4,null,DST,DST7,165.2,166.7,154.6,153.2,191,135.3
142,Shonn Greene,TEN,9,37,RB,RB52,null,null,null,null,null,136.2
143,Carson Palmer,ARI,4,42,QB,QB18,null,null,null,null,null,136.5
144,Ladarius Green,LAC,10,32,TE,TE16,null,null,null,null,null,137
144,Jonathan Stewart,CAR,12,35,RB,RB53,null,null,null,null,null,137
146,Kenny Stills,NO,6,30,WR,WR52,null,null,null,null,null,139.6
147,Greg Jennings,MIN,10,38,WR,WR53,null,null,null,null,null,139.8
148,Brian Hartline,MIA,5,35,WR,WR54,null,null,null,null,null,142.1
149,Christine Michael,SEA,4,31,RB,RB54,null,null,null,null,null,144.2
150,Tavon Austin,LAR,4,32,WR,WR55,715,489,459,298,863,145.5
151,Chris Ivory,NYJ,11,34,RB,RB55,null,null,null,null,null,146.2
152,Kansas City Chiefs,KC,6,null,DST,DST8,151.3,151.3,154.1,151.3,174,146.9
153,Travis Kelce,KC,6,32,TE,TE17,15.1,15.3,14.9,12.5,15.4,147.1
154,Arizona Cardinals,ARI,4,null,DST,DST9,165.6,165.6,162.9,154.9,165.6,147.7
155,Marqise Lee,JAX,11,30,WR,WR56,null,null,null,null,null,148.3
156,James White,NE,10,30,RB,RB56,725,671,171.9,136.4,725,148.8
157,Andrew Hawkins,CLE,4,36,WR,WR57,null,null,null,null,null,149.3
158,Houston Texans,HOU,10,null,DST,DST10,193,193,193,193,193,150.8
159,Ryan Tannehill,MIA,5,34,QB,QB19,185.7,171.3,170.8,111.8,238,151.1
160,Stephen Gostkowski,NE,10,38,K,K1,null,null,null,null,null,151.3
161,Antonio Gates,LAC,10,42,TE,TE18,null,null,null,null,null,151.6
162,Cody Latimer,DEN,4,29,WR,WR58,null,null,null,null,null,152.4
163,Knile Davis,KC,6,30,RB,RB57,null,null,null,null,null,153.2
164,Dexter McCluster,TEN,9,34,RB,RB58,null,null,null,null,null,153.7
165,Las Vegas Raiders,LV,5,null,DST,DST11,190,190,190,190,190,153.8
166,Josh McCown,TB,7,43,QB,QB20,null,null,null,null,null,156.6
167,James Jones,LV,5,38,WR,WR59,null,null,null,null,null,158.8
168,Kenbrell Thompkins,NE,10,34,WR,WR60,null,null,null,null,null,159.5
169,Ronnie Hillman,DEN,4,30,RB,RB59,null,null,null,null,null,159.6
170,Joe Flacco,BAL,11,37,QB,QB21,518,465,538,465,597,160.6
171,Tim Wright,TB,7,32,TE,TE19,null,null,null,null,null,162.2
172,Aaron Dobson,NE,10,31,WR,WR61,null,null,null,null,null,162.7
173,Miles Austin,CLE,4,38,WR,WR62,null,null,null,null,null,163
174,Doug Baldwin,SEA,4,33,WR,WR63,null,null,null,null,null,164.7
175,New Orleans Saints,NO,6,null,DST,DST12,184.4,147.1,146.8,139.2,184.4,165.8
176,Stephen Hauschka,SEA,4,37,K,K2,null,null,null,null,null,166.6
177,Miami Dolphins,MIA,5,null,DST,DST13,162.2,168.6,165.8,148.1,173,168.6
178,Cleveland Browns,CLE,4,null,DST,DST14,163.6,168.2,168.9,158.9,176.8,169
179,Minnesota Vikings,MIN,10,null,DST,DST15,157.5,148,155.6,146.1,184,169.3
180,Eric Ebron,DET,9,29,TE,TE20,null,null,null,null,null,170
181,Justin Tucker,BAL,11,32,K,K3,157,135.3,136.4,135.3,157,170.1
182,Eli Manning,NYG,8,41,QB,QB22,null,null,null,null,null,170.7
183,Jonathan Grimes,HOU,10,32,RB,RB60,null,null,null,null,null,170.8
184,Mohamed Sanu,CIN,4,33,WR,WR64,404,355,351,247,404,173.3
185,Benjamin Cunningham,LAR,4,32,RB,RB61,null,null,null,null,null,173.7
186,Atlanta Falcons,ATL,9,null,DST,DST16,187,187,187,187,187,174
187,Alex Smith,KC,6,38,QB,QB23,null,null,null,null,null,174.3
188,James Starks,GB,9,36,RB,RB62,null,null,null,null,null,175
189,Baltimore Ravens,BAL,11,null,DST,DST17,193.1,167.2,170,151.8,193.1,175.4
190,Tampa Bay Buccaneers,TB,7,null,DST,DST18,150.2,131.5,129.3,123,150.2,176
191,Donald Brown,LAC,10,35,RB,RB63,null,null,null,null,null,177.2
192,Coby Fleener,IND,10,33,TE,TE21,null,null,null,null,null,178.5
193,Dan Bailey,DAL,11,34,K,K4,null,null,null,null,null,181.7
194,Mason Crosby,GB,9,38,K,K5,506,163.6,166,141.6,506,181.8
195,Johnny Manziel,CLE,4,29,QB,QB24,null,null,null,null,null,183.5
196,Buffalo Bills,BUF,9,null,DST,DST19,124,112.5,111.9,111.9,139,183.9
197,Malcom Floyd,LAC,10,40,WR,WR65,null,null,null,null,null,184.1
197,John Brown,ARI,4,32,WR,WR66,760,705,721,620,772,184.1
199,Jacquizz Rodgers,ATL,9,32,RB,RB64,null,null,null,null,null,185.8
200,Brandon LaFell,NE,10,35,WR,WR67,null,null,null,null,null,186
201,New York Jets,NYJ,11,null,DST,DST20,130.8,130.8,166.1,130.8,188,186.8
201,Dwayne Allen,IND,10,32,TE,TE22,null,null,null,null,null,186.8
201,Tre Mason,LAR,4,29,RB,RB65,null,null,null,null,null,186.8
204,Adam Vinatieri,IND,10,49,K,K6,null,null,null,null,null,187.9
204,Roy Helu,WAS,10,33,RB,RB66,null,null,null,null,null,187.9
206,Chicago Bears,CHI,9,null,DST,DST21,159.4,159.4,161.3,143,179,188.1
207,Jake Locker,TEN,9,34,QB,QB25,null,null,null,null,null,188.4
208,Marvin Jones Jr.,CIN,4,32,WR,WR68,200,164.9,173.2,158.7,200,188.5
209,Harry Douglas,ATL,9,36,WR,WR69,null,null,null,null,null,188.6
210,Blake Bortles,JAX,11,30,QB,QB26,737,683,700,540,751,189
211,Blair Walsh,MIN,10,32,K,K7,null,null,null,null,null,189.4
212,Phil Dawson,SF,8,47,K,K8,null,null,null,null,null,189.7
213,Robbie Gould,CHI,9,39,K,K9,503,174.2,176.1,149,503,190.8
214,Pittsburgh Steelers,PIT,12,null,DST,DST22,166.9,153.1,154.5,137.4,170,191.3
215,Green Bay Packers,GB,9,null,DST,DST23,175.8,162.8,162.8,151.4,177,191.8
216,Robert Turbin,SEA,4,32,RB,RB67,null,null,null,null,null,192.8
217,Jermaine Kearse,SEA,4,32,WR,WR70,null,null,null,null,null,193.7
218,Shayne Graham,NO,6,44,K,K10,null,null,null,null,null,194.7
219,Matt Prater,DEN,4,38,K,K11,491,165.5,166.2,153,491,195.2
220,New York Giants,NYG,8,null,DST,DST24,180,180,180,180,180,195.9
221,Philadelphia Eagles,PHI,7,null,DST,DST25,191.7,162,162.3,150.2,191.7,197.5
222,Sebastian Janikowski,LV,5,44,K,K12,null,null,null,null,null,198
223,Greg Zuerlein,LAR,4,34,K,K13,519,501,513,124.9,550,199.5
224,Detroit Lions,DET,9,null,DST,DST26,148.9,148.9,148.9,143.5,189,200.1
225,Nate Freese,DET,9,32,K,K14,null,null,null,null,null,201.3
226,Nick Novak,LAC,10,41,K,K15,null,null,null,null,null,201.7
227,Indianapolis Colts,IND,10,null,DST,DST27,173.4,137.7,136.8,136.4,173.4,222
228,Tennessee Titans,TEN,9,null,DST,DST28,164.6,164.6,155.8,155.8,186,231
229,Dallas Cowboys,DAL,11,null,DST,DST29,155.1,156.5,155,151.8,182,235.79
230,Washington Commanders,WAS,10,null,DST,DST30,160.5,157.1,151.6,151.6,171.6,236.91
231,Los Angeles Chargers,LAC,10,null,DST,DST31,183.5,145.9,147.6,145.9,183.5,239.37
232,Jacksonville Jaguars,JAX,11,null,DST,DST32,192,192,192,192,192,261.59
