Rank,Name,Team,ByeWeek,Age,Position,PositionRank,Week1ADP,Week2ADP,Week3ADP,HighestADP,LowestADP,AverageDraftPositionPPR
123,Matthew Stafford,DET,10,34,QB,QB15,85.9,84.3,79.6,70.7,85.9,118.6
124,Michael Thomas,NO,5,29,WR,WR47,50,49.8,52.6,37.8,54,118.7
125,Tevin Coleman,ATL,11,29,RB,RB46,314,270,269,269,344,119.5
126,Vincent Jackson,TB,6,39,WR,WR48,null,null,null,null,null,119.9
127,Markus Wheaton,PIT,8,31,WR,WR49,null,null,null,null,null,122.3
128,Jameis Winston,TB,6,28,QB,QB16,149,155.4,155.2,149,165.5,123.4
129,Carolina Panthers,CAR,7,null,DST,DST4,163.5,177.3,177.3,150.5,181,123.6
130,Steve Smith,BAL,8,43,WR,WR50,null,null,null,null,null,124.6
131,Spencer Ware,KC,5,30,RB,RB47,null,null,null,null,null,125.8
132,DeAndre Washington,LV,10,29,RB,RB48,null,null,null,null,null,126.2
133,Torrey Smith,SF,8,33,WR,WR51,null,null,null,null,null,127.3
134,Houston Texans,HOU,9,null,DST,DST5,193,193,193,193,193,130.1
135,Dion Lewis,NE,9,31,RB,RB49,null,null,null,null,null,130.2
135,Alfred Morris,DAL,7,33,RB,RB50,null,null,null,null,null,130.2
137,William Fuller V,HOU,9,28,WR,WR52,null,null,null,null,null,130.4
138,Dwayne Allen,IND,10,32,TE,TE15,null,null,null,null,null,131.2
139,Andy Dalton,CIN,9,34,QB,QB17,517,462,477,412,523,132.7
140,Kansas City Chiefs,KC,5,null,DST,DST6,151.3,151.3,154.1,151.3,174,133.4
141,Mohamed Sanu,ATL,11,33,WR,WR53,404,355,351,247,404,134.1
142,Marcus Mariota,TEN,13,28,QB,QB18,262,170.4,180.7,165.3,262,136.3
143,Jared Cook,GB,4,35,TE,TE16,null,null,null,null,null,137
144,Tyler Boyd,CIN,9,27,WR,WR54,117.2,133.4,134.9,117.2,135.6,137.6
145,Rishard Matthews,TEN,13,32,WR,WR55,null,null,null,null,null,138.3
146,Devontae Booker,DEN,11,30,RB,RB51,null,null,null,null,null,140.9
147,Stephen Gostkowski,NE,9,38,K,K1,null,null,null,null,null,142.6
147,Chris Hogan,NE,9,34,WR,WR56,null,null,null,null,null,142.6
149,Jimmy Graham,SEA,5,35,TE,TE17,null,null,null,null,null,144.3
150,Dak Prescott,DAL,7,29,QB,QB19,83.9,89.3,86.7,78.4,89.3,144.8
151,New York Jets,NYJ,11,null,DST,DST7,130.8,130.8,166.1,130.8,188,145.8
152,Matt Ryan,ATL,11,37,QB,QB20,132.4,139.7,140.5,132.4,150.8,146.5
153,Minnesota Vikings,MIN,6,null,DST,DST8,157.5,148,155.6,146.1,184,147.8
154,Jerick McKinnon,MIN,6,30,RB,RB52,237,158.3,158.8,158,249,148.8
155,Phillip Dorsett,IND,10,29,WR,WR57,260,225,225,220,303,148.9
156,Shane Vereen,NYG,8,33,RB,RB53,null,null,null,null,null,149.9
157,Ryan Fitzpatrick,NYJ,11,39,QB,QB21,null,null,null,null,null,151.1
158,Jason Witten,DAL,7,40,TE,TE18,null,null,null,null,null,151.2
158,Kenny Stills,MIA,8,30,WR,WR58,null,null,null,null,null,151.2
160,Stephen Hauschka,SEA,5,37,K,K2,null,null,null,null,null,152.1
161,New England Patriots,NE,9,null,DST,DST9,194.2,160.4,161.9,155,194.2,152.2
162,Mike Wallace,BAL,8,36,WR,WR59,null,null,null,null,null,153.2
163,Ted Ginn Jr.,CAR,7,37,WR,WR60,null,null,null,null,null,153.5
164,James Starks,GB,4,36,RB,RB54,null,null,null,null,null,154.9
165,Sammie Coates,PIT,8,29,WR,WR61,null,null,null,null,null,156.1
166,Ryan Tannehill,MIA,8,34,QB,QB22,185.7,171.3,170.8,111.8,238,157.4
166,Zach Miller,CHI,9,37,TE,TE19,null,null,null,null,null,157.4
168,Terrelle Pryor,CLE,13,33,WR,WR62,null,null,null,null,null,157.7
169,Terrance West,BAL,8,31,RB,RB55,null,null,null,null,null,158.5
170,Justin Tucker,BAL,8,32,K,K3,157,135.3,136.4,135.3,157,158.8
171,Los Angeles Rams,LAR,8,null,DST,DST10,139,125.2,123.5,123.5,151.1,158.9
172,Robert Griffin III,CLE,13,32,QB,QB23,null,null,null,null,null,159.3
172,Dorial Green-Beckham,PHI,4,29,WR,WR63,null,null,null,null,null,159.3
174,Chris Johnson,ARI,9,36,RB,RB56,null,null,null,null,null,159.4
175,Victor Cruz,NYG,8,35,WR,WR64,null,null,null,null,null,160.1
176,Graham Gano,CAR,7,35,K,K4,514,166.9,173.4,149,514,160.6
177,Cincinnati Bengals,CIN,9,null,DST,DST11,165.2,166.7,154.6,153.2,191,160.9
178,Dan Bailey,DAL,7,34,K,K5,null,null,null,null,null,162
179,Brock Osweiler,HOU,9,31,QB,QB24,null,null,null,null,null,163.3
180,Chandler Catanzaro,ARI,9,31,K,K6,null,null,null,null,null,163.4
181,Las Vegas Raiders,LV,10,null,DST,DST12,190,190,190,190,190,164.7
182,Philadelphia Eagles,PHI,4,null,DST,DST13,191.7,162,162.3,150.2,191.7,165.4
183,Green Bay Packers,GB,4,null,DST,DST14,175.8,162.8,162.8,151.4,177,167.1
184,Brandon McManus,DEN,11,31,K,K7,490,158.4,158,158,490,169.6
185,Mason Crosby,GB,4,38,K,K8,506,163.6,166,141.6,506,169.9
186,Adam Vinatieri,IND,10,49,K,K9,null,null,null,null,null,170.5
187,Pierre Garcon,WAS,9,36,WR,WR65,null,null,null,null,null,171
188,Chris Boswell,PIT,8,31,K,K10,512,171,171.9,157.9,512,172.4
189,Terrance Williams,DAL,7,32,WR,WR66,null,null,null,null,null,173
190,Cairo Santos,KC,5,30,K,K11,520,466,480,442,520,173.4
191,Kenny Britt,LAR,8,33,WR,WR67,null,null,null,null,null,174
192,Robert Woods,BUF,10,30,WR,WR68,100.7,101.7,98.7,62.3,101.7,175
193,Laquon Treadwell,MIN,6,27,WR,WR69,259,222,219,219,269,176
194,Davante Adams,GB,4,29,WR,WR70,11.7,11.7,11.3,10.2,12,177
195,Jermaine Kearse,SEA,5,32,WR,WR71,null,null,null,null,null,178
196,Anquan Boldin,DET,10,41,WR,WR72,null,null,null,null,null,179
197,Kendall Wright,TEN,13,32,WR,WR73,null,null,null,null,null,182
198,Chris Thompson,WAS,9,31,RB,RB57,null,null,null,null,null,183
199,Chris Conley,KC,5,29,WR,WR74,223,198,201,196,240,184
200,Breshad Perriman,BAL,8,28,WR,WR75,317,267,265,227,317,185
201,Jamison Crowder,WAS,9,29,WR,WR76,220,194,175.4,157.8,220,186
202,Brandon LaFell,CIN,9,35,WR,WR77,null,null,null,null,null,187
203,Cole Beasley,DAL,7,33,WR,WR78,null,null,null,null,null,188
204,Nelson Agholor,PHI,4,29,WR,WR79,226,201,205,201,243,189
205,Eddie Royal,CHI,9,36,WR,WR80,null,null,null,null,null,190
206,Quinton Patton,SF,8,32,WR,WR81,null,null,null,null,null,191
207,Shaun Draughn,SF,8,34,RB,RB58,null,null,null,null,null,192
208,Charles Johnson,MIN,6,33,WR,WR82,null,null,null,null,null,193
209,Justin Hardy,ATL,11,30,WR,WR83,null,null,null,null,null,194
210,Eli Rogers,PIT,8,29,WR,WR84,null,null,null,null,null,195
211,Josh Doctson,WAS,9,29,WR,WR85,null,null,null,null,null,196
212,Seth Roberts,LV,10,31,WR,WR86,null,null,null,null,null,197
213,C.J. Prosise,SEA,5,28,RB,RB59,null,null,null,null,null,198
214,Javorius Allen,BAL,8,31,RB,RB60,null,null,null,null,null,199
215,CJ Spiller,NO,5,35,RB,RB61,null,null,null,null,null,200
216,Jaelen Strong,HOU,9,29,WR,WR87,null,null,null,null,null,201
217,Benjamin Cunningham,LAR,8,32,RB,RB62,null,null,null,null,null,202
218,Braxton Miller,HOU,9,29,WR,WR88,null,null,null,null,null,203
219,Marqise Lee,JAX,5,30,WR,WR89,null,null,null,null,null,204
220,Tim Hightower,NO,5,36,RB,RB63,null,null,null,null,null,205
221,Steve Johnson,LAC,11,36,WR,WR90,null,null,null,null,null,206
222,Danny Amendola,NE,9,36,WR,WR91,null,null,null,null,null,207
223,Jarius Wright,MIN,6,32,WR,WR92,null,null,null,null,null,208
224,Alex Smith,KC,5,38,QB,QB25,null,null,null,null,null,209
225,Malcolm Mitchell,NE,9,30,WR,WR93,null,null,null,null,null,210
226,Albert Wilson,KC,5,30,WR,WR94,742,264,262,245,742,211
227,Kenneth Dixon,BAL,8,28,RB,RB64,null,null,null,null,null,212
228,Joe Flacco,BAL,8,37,QB,QB26,518,465,538,465,597,213
229,Karlos Williams,BUF,10,29,RB,RB65,null,null,null,null,null,214
230,Andre Ellington,ARI,9,33,RB,RB66,null,null,null,null,null,215
231,Jordan Howard,CHI,9,27,RB,RB67,null,null,null,null,null,216
232,Jay Cutler,CHI,9,39,QB,QB27,null,null,null,null,null,217
233,Cameron Artis-Payne,CAR,7,30,RB,RB68,null,null,null,null,null,218
234,Darren McFadden,DAL,7,35,RB,RB69,null,null,null,null,null,219
235,Pharoh Cooper,LAR,8,27,WR,WR95,874,817,830,648,875,220
236,James Jones,LAC,11,38,WR,WR96,null,null,null,null,null,221
237,Andrew Hawkins,CLE,13,36,WR,WR97,null,null,null,null,null,223
238,Ka'Deem Carey,CHI,9,29,RB,RB70,null,null,null,null,null,224
239,Brandon Coleman,NO,5,30,WR,WR98,null,null,null,null,null,225
240,J.J. Nelson,ARI,9,30,WR,WR99,null,null,null,null,null,226
241,Dexter McCluster,TEN,13,34,RB,RB71,null,null,null,null,null,227
242,Quincy Enunwa,NYJ,11,30,WR,WR100,null,null,null,null,null,229
243,Reggie Bush,BUF,10,37,RB,RB72,null,null,null,null,null,230
244,Rashad Greene,JAX,5,29,WR,WR101,null,null,null,null,null,231
245,Tyrell Williams,LAC,11,30,WR,WR102,null,null,null,null,null,232
246,Robert Turbin,IND,10,32,RB,RB73,null,null,null,null,null,233
247,Ronnie Hillman,DEN,11,30,RB,RB74,null,null,null,null,null,234
248,Charcandrick West,KC,5,31,RB,RB75,null,null,null,null,null,235
249,Alfred Blue,HOU,9,31,RB,RB76,null,null,null,null,null,236
250,Mike Gillislee,BUF,10,31,RB,RB77,null,null,null,null,null,237
251,Jeff Janis,GB,4,31,WR,WR103,null,null,null,null,null,238
252,Paul Perkins,NYG,8,27,RB,RB78,null,null,null,null,null,239
253,De'Anthony Thomas,KC,5,29,WR,WR104,null,null,null,null,null,240
254,Brian Quick,LAR,8,33,WR,WR105,null,null,null,null,null,241
255,Dontrelle Inman,LAC,11,33,WR,WR106,null,null,null,null,null,242
256,Sam Bradford,MIN,6,34,QB,QB28,null,null,null,null,null,243
257,Corey Brown,CAR,7,30,WR,WR107,null,null,null,null,null,244
258,Mike Tolbert,CAR,7,36,FB,RB79,null,null,null,null,null,245
259,Andre Johnson,TEN,13,41,WR,WR108,null,null,null,null,null,246
260,Josh Ferguson,IND,10,29,RB,RB80,null,null,null,null,null,247
261,Bennie Fowler,DEN,11,31,WR,WR109,null,null,null,null,null,248
262,Adam Humphries,TB,6,29,WR,WR110,null,null,null,null,null,249
263,Blaine Gabbert,SF,8,32,QB,QB29,569,16.9,527,16.9,571,250
264,Leonte Carroo,MIA,8,28,WR,WR111,null,null,null,null,null,251
265,Leonard Hankerson,BUF,10,33,WR,WR112,null,null,null,null,null,252
266,Ty Montgomery,GB,4,29,WR,WR113,304,160.9,242,160.9,444,253
267,Dwayne Harris,NYG,8,34,WR,WR114,null,null,null,null,null,254
268,Khiry Robinson,NYJ,11,32,RB,RB81,null,null,null,null,null,255
269,Paul Richardson,SEA,5,30,WR,WR115,null,null,null,null,null,256
270,Marcel Reece,LV,10,37,FB,RB82,null,null,null,null,null,257
271,Cody Latimer,DEN,11,29,WR,WR116,null,null,null,null,null,258
272,Zach Zenner,DET,10,30,RB,RB83,null,null,null,null,null,259
273,Tyler Ervin,HOU,9,28,RB,RB84,null,null,null,null,null,260
274,Jeremy Kerley,SF,8,33,WR,WR117,null,null,null,null,null,261
275,Roy Helu,LV,10,33,RB,RB85,null,null,null,null,null,262
276,Darren Waller,BAL,8,29,TE,TE20,50.1,49,47.4,42.4,50.1,263
277,Keith Marshall,WAS,9,28,RB,RB86,null,null,null,null,null,264
278,Nate Washington,NE,9,39,WR,WR118,null,null,null,null,null,265
279,Wendell Smallwood,PHI,4,28,RB,RB87,null,null,null,null,null,266
280,Jacquizz Rodgers,CHI,9,32,RB,RB88,null,null,null,null,null,267
281,Darrius Heyward-Bey,PIT,8,35,WR,WR119,null,null,null,null,null,268
282,Branden Oliver,LAC,11,31,RB,RB89,null,null,null,null,null,269
283,Josh Huff,PHI,4,30,WR,WR120,null,null,null,null,null,270
284,Marquise Goodwin,BUF,10,31,WR,WR121,382,328,327,242,425,271
285,TJ Jones,DET,10,30,WR,WR122,null,null,null,null,null,272
286,Andre Holmes,LV,10,34,WR,WR123,null,null,null,null,null,273
287,Kenyan Drake,MIA,8,28,RB,RB90,860,158,156.2,156.2,860,274
288,Dan Herron,BUF,10,33,RB,RB91,null,null,null,null,null,275
289,Dezmin Lewis,BUF,10,28,WR,WR124,null,null,null,null,null,276
290,Tre Mason,LAR,8,29,RB,RB92,null,null,null,null,null,277
291,Marquess Wilson,CHI,9,29,WR,WR125,null,null,null,null,null,278
292,Jerome Simpson,SF,8,36,WR,WR126,null,null,null,null,null,279
293,Jordan Norwood,DEN,11,35,WR,WR127,null,null,null,null,null,280
294,Brice Butler,DAL,7,32,WR,WR128,null,null,null,null,null,281
295,Justin Hunter,MIA,8,31,WR,WR129,null,null,null,null,null,282
296,Matt Asiata,MIN,6,35,RB,RB93,null,null,null,null,null,283
297,Harry Douglas,TEN,13,36,WR,WR130,null,null,null,null,null,284
298,Kenjon Barner,PHI,4,33,RB,RB94,null,null,null,null,null,285
299,DeAndrew White,SF,8,30,WR,WR131,null,null,null,null,null,286
300,Rashard Higgins,CLE,13,27,WR,WR132,256,227,223,220,317,287
301,Lance Dunbar,DAL,7,32,RB,RB95,null,null,null,null,null,288
302,Jordan Todman,IND,10,32,RB,RB96,null,null,null,null,null,289
303,Carson Wentz,PHI,4,29,QB,QB30,249,161.6,165.9,151.1,249,290
304,Andre Roberts,DET,10,34,WR,WR133,501,460,410,330,846,291
305,Rod Streater,SF,8,34,WR,WR134,null,null,null,null,null,292
306,Quan Bray,IND,10,29,WR,WR135,null,null,null,null,null,293
307,Charles Clay,BUF,10,33,TE,TE21,null,null,null,null,null,294
308,Taylor Gabriel,ATL,11,31,WR,WR136,null,null,null,null,null,295
309,Silas Redd,WAS,9,30,RB,RB97,null,null,null,null,null,296
310,Tony Romo,DAL,7,42,QB,QB31,null,null,null,null,null,297
311,Kyle Juszczyk,BAL,8,31,FB,RB98,273,229,226,224,305,298
312,Eric Ebron,DET,10,29,TE,TE22,null,null,null,null,null,299
313,Bishop Sankey,NE,9,29,RB,RB99,null,null,null,null,null,300
314,Cecil Shorts,TB,6,34,WR,WR137,null,null,null,null,null,301
315,Fozzy Whittaker,CAR,7,33,RB,RB100,null,null,null,null,null,302
316,Ryan Grant,WAS,9,31,WR,WR138,null,null,null,null,null,303
317,Devin Smith,NYJ,11,30,WR,WR139,null,null,null,null,null,304
318,Clive Walford,LV,10,30,TE,TE23,null,null,null,null,null,305
319,Kenbrell Thompkins,NYJ,11,34,WR,WR140,null,null,null,null,null,306
320,James Develin,NE,9,34,FB,RB101,null,null,null,null,null,307
321,Taiwan Jones,LV,10,34,RB,RB102,678,627,644,197.2,765,308
322,Virgil Green,DEN,11,34,TE,TE24,null,null,null,null,null,309
323,Jamize Olawale,LV,10,33,FB,RB103,null,null,null,null,null,310
324,Jacob Tamme,ATL,11,37,TE,TE25,null,null,null,null,null,311
325,Paxton Lynch,DEN,11,28,QB,QB32,null,null,null,null,null,312
326,Zach Line,MIN,6,32,FB,RB104,null,null,null,null,null,313
327,Jaron Brown,ARI,9,32,WR,WR141,null,null,null,null,null,314
328,Chris Moore,BAL,8,29,WR,WR142,278,233,235,231,968,315
329,Jared Abbrederis,GB,4,31,WR,WR143,null,null,null,null,null,316
330,Tyler Gaffney,NE,9,31,RB,RB105,null,null,null,null,null,317
331,Antonio Andrews,TEN,13,30,RB,RB106,null,null,null,null,null,318
332,Bruce Miller,SF,8,35,FB,RB107,null,null,null,null,null,319
333,Jared Goff,LAR,8,27,QB,QB33,250,176.4,169.2,156.8,250,320
334,Patrick DiMarco,ATL,11,33,FB,RB108,null,null,null,null,null,321
335,Kyle Rudolph,MIN,6,32,TE,TE26,406,143.6,150.7,143.6,406,322
336,Louis Murphy,TB,6,35,WR,WR144,null,null,null,null,null,323
337,Trevor Siemian,DEN,11,30,QB,QB34,590,536,548,476,590,324
338,Jeremy Butler,TB,6,31,WR,WR145,null,null,null,null,null,325
339,Andre Williams,LAC,11,30,RB,RB109,null,null,null,null,null,326
340,Richard Rodgers,GB,4,30,TE,TE27,633,542,563,515,771,327
341,Austin Seferian-Jenkins,TB,6,29,TE,TE28,null,null,null,null,null,328
342,Brandon Bolden,NE,9,32,RB,RB110,271,246,255,243,331,329
343,Josh Bellamy,CHI,9,33,WR,WR146,null,null,null,null,null,330
344,Greg Salas,BUF,10,34,WR,WR147,null,null,null,null,null,331
345,Michael Campanaro,BAL,8,31,WR,WR148,null,null,null,null,null,332
346,Denard Robinson,JAX,5,31,RB,RB111,null,null,null,null,null,333
347,Jack Doyle,IND,10,32,TE,TE29,null,null,null,null,null,334
348,Case Keenum,LAR,8,34,QB,QB35,563,509,519,463,563,335
349,Cordarrelle Patterson,MIN,6,31,RB,RB112,88.8,93.5,92.7,88.8,96.5,336
350,Vance McDonald,SF,8,32,TE,TE30,null,null,null,null,null,337
351,Colin Kaepernick,SF,8,34,QB,QB36,null,null,null,null,null,338
352,Cameron Brate,TB,6,31,TE,TE31,373,137.9,146,137.9,373,339
353,Jordan Cameron,MIA,8,34,TE,TE32,null,null,null,null,null,340
354,Aaron Dobson,NE,9,31,WR,WR149,null,null,null,null,null,341
355,Fitzgerald Toussaint,PIT,8,32,RB,RB113,null,null,null,null,null,342
356,Terron Ward,ATL,11,30,RB,RB114,null,null,null,null,null,343
357,Mike Thomas,LAR,8,28,WR,WR150,366,316,316,316,396,344
358,Lorenzo Taliaferro,BAL,8,30,RB,RB115,null,null,null,null,null,345
359,Crockett Gillmore,BAL,8,30,TE,TE33,null,null,null,null,null,346
360,Jesse James,PIT,8,28,TE,TE34,null,null,null,null,null,347
361,Garrett Celek,SF,8,34,TE,TE35,null,null,null,null,null,348
362,Jalston Fowler,TEN,13,27,RB,RB116,null,null,null,null,null,349
363,Josh Hill,NO,5,32,TE,TE36,null,null,null,null,null,350
364,Mack Brown,WAS,9,30,RB,RB117,null,null,null,null,null,351
365,Luke Willson,SEA,5,32,TE,TE37,null,null,null,null,null,352
366,Tyler Higbee,LAR,8,29,TE,TE38,176.2,157.7,160.1,138,176.2,353
367,Stepfan Taylor,ARI,9,31,RB,RB118,null,null,null,null,null,354
368,Keenan Reynolds,BAL,8,27,WR,WR151,null,null,null,null,null,355
369,Tyreek Hill,KC,5,28,WR,WR152,23.2,22.8,22.1,17.8,23.2,356
370,Danny Vitale,TB,6,28,FB,RB119,null,null,null,null,null,357
371,Stevan Ridley,IND,10,33,RB,RB120,null,null,null,null,null,358
372,Bryan Walters,JAX,5,34,WR,WR153,null,null,null,null,null,359
373,Mychal Rivera,LV,10,31,TE,TE39,null,null,null,null,null,360
374,Aldrick Robinson,ATL,11,33,WR,WR154,null,null,null,null,null,361
375,Lance Kendricks,LAR,8,34,TE,TE40,null,null,null,null,null,362
376,Larry Donnell,NYG,8,33,TE,TE41,null,null,null,null,null,363
377,Kendall Gaskins,SF,8,31,FB,RB121,null,null,null,null,null,364
378,Ladarius Green,PIT,8,32,TE,TE42,null,null,null,null,null,365
379,Will Tye,NYG,8,30,TE,TE43,null,null,null,null,null,366
380,MyCole Pruitt,MIN,6,30,TE,TE44,550,494,503,494,550,367
381,Darren Fells,ARI,9,36,TE,TE45,717,664,681,629,793,368
382,Michael Burton,DET,10,30,FB,RB122,452,421,436,421,591,369
383,Ryan Griffin,HOU,9,32,TE,TE46,477,437,444,408,477,370
384,Bruce Ellington,SF,8,31,WR,WR155,null,null,null,null,null,371
385,Jeff Heuerman,DEN,11,29,TE,TE47,null,null,null,null,null,372
386,Jonathan Grimes,HOU,9,32,RB,RB123,null,null,null,null,null,373
387,Brandon Tate,BUF,10,34,WR,WR156,null,null,null,null,null,374
388,Devin Fuller,ATL,11,28,WR,WR157,null,null,null,null,null,375
389,Jonathan Williams,BUF,10,28,RB,RB124,582,534,543,311,642,376
390,Bobby Rainey,NYG,8,34,RB,RB125,null,null,null,null,null,377
391,Kenny Lawler,SEA,5,28,WR,WR158,null,null,null,null,null,378
392,Jermaine Gresham,ARI,9,34,TE,TE48,null,null,null,null,null,379
393,Malcolm Brown,LAR,8,29,RB,RB126,807,750,766,208,807,380
394,Jimmy Garoppolo,NE,9,30,QB,QB37,474,434,372,247,474,381
395,Ryan Hewitt,CIN,9,31,TE,TE49,null,null,null,null,null,382
396,Travaris Cadet,NO,5,33,RB,RB127,null,null,null,null,null,383
397,Geremy Davis,NYG,8,30,WR,WR159,null,null,null,null,null,384
398,Tavarres King,NYG,8,32,WR,WR160,null,null,null,null,null,385
399,Mario Alford,CIN,9,31,WR,WR161,null,null,null,null,null,386
400,Kenny Bell,TB,6,30,WR,WR162,null,null,null,null,null,387
401,Ed Dickson,CAR,7,35,TE,TE50,null,null,null,null,null,388
402,Orleans Darkwa,NYG,8,30,RB,RB128,null,null,null,null,null,389
403,Jim Dray,BUF,10,35,TE,TE51,null,null,null,null,null,390
404,Hunter Henry,LAC,11,27,TE,TE52,129.9,135.3,131.8,111.7,135.3,391
405,Marcedes Lewis,JAX,5,38,TE,TE53,470,428,440,428,684,392
406,DeAndre Smelter,SF,8,30,WR,WR163,null,null,null,null,null,393
407,Jakeem Grant Sr.,MIA,8,29,WR,WR164,null,null,null,null,null,394
408,Jake Kumerow,CIN,9,30,WR,WR165,461,507,434,233,814,395
409,Hakeem Nicks,NO,5,34,WR,WR166,null,null,null,null,null,396
410,Lee Smith,LV,10,34,TE,TE54,null,null,null,null,null,397
411,Mike Davis,SF,8,29,RB,RB129,172.9,171.9,172.4,150,278,398
412,Kerwynn Williams,ARI,9,31,RB,RB130,null,null,null,null,null,399
413,Stedman Bailey,LAR,8,31,WR,WR167,null,null,null,null,null,400
414,Russell Shepard,TB,6,31,WR,WR168,null,null,null,null,null,401
415,Gavin Escobar,DAL,7,31,TE,TE55,null,null,null,null,null,402
416,Tyler Kroft,CIN,9,29,TE,TE56,539,482,490,382,540,403
417,Austin Hooper,ATL,11,27,TE,TE57,334,159.3,156.6,151.4,336,404
418,Dion Sims,MIA,8,31,TE,TE58,null,null,null,null,null,405
419,James O'Shaughnessy,KC,5,30,TE,TE59,464,425,437,407,467,406
420,Tommy Bohanon,NYJ,11,31,FB,RB131,null,null,null,null,null,407
421,Anthony Fasano,TEN,13,38,TE,TE60,null,null,null,null,null,408
422,Griff Whalen,MIA,8,32,WR,WR169,null,null,null,null,null,409
423,Charone Peake,NYJ,11,29,WR,WR170,null,null,null,null,null,410
424,Craig Stevens,TEN,13,38,TE,TE61,null,null,null,null,null,411
425,Marc Mariani,TEN,13,35,WR,WR171,null,null,null,null,null,412
426,Shaun Hill,MIN,6,42,QB,QB38,null,null,null,null,null,413
427,Dwayne Washington,DET,10,28,RB,RB132,389,338,336,336,794,414
428,Rhett Ellison,MIN,6,33,TE,TE62,null,null,null,null,null,415
429,Kellen Davis,NYJ,11,36,TE,TE63,null,null,null,null,null,416
430,Jeremy Ross,NYJ,11,34,WR,WR172,null,null,null,null,null,417
431,Benjamin Watson,BAL,8,41,TE,TE64,null,null,null,null,null,418
432,Brent Celek,PHI,4,37,TE,TE65,null,null,null,null,null,419
433,Rashad Ross,WAS,9,32,WR,WR173,null,null,null,null,null,420
434,Devin Hester,BAL,8,39,WR,WR174,null,null,null,null,null,421
435,Nick Williams,ATL,11,31,WR,WR175,null,null,null,null,null,422
436,James Hanna,DAL,7,33,TE,TE66,null,null,null,null,null,423
437,Damien Williams,MIA,8,30,RB,RB133,234,167.2,175.2,158.8,234,424
438,Tre McBride,TEN,13,29,WR,WR176,null,null,null,null,null,425
439,DuJuan Harris,SF,8,34,RB,RB134,null,null,null,null,null,426
440,Devin Street,NE,9,31,WR,WR177,null,null,null,null,null,427
441,Knile Davis,KC,5,30,RB,RB135,null,null,null,null,null,428
442,Marquez North,LAR,8,27,WR,WR178,null,null,null,null,null,429
443,Maxx Williams,BAL,8,28,TE,TE67,457,414,422,414,473,430
444,Josh McCown,CLE,13,43,QB,QB39,null,null,null,null,null,431
445,Adam Thielen,MIN,6,32,WR,WR179,62.4,63.6,62.3,55.7,63.6,432
446,Cory Harkey,LAR,8,32,TE,TE68,null,null,null,null,null,433
447,Aaron Ripkowski,GB,4,29,FB,RB136,null,null,null,null,null,434
448,Chris Matthews,BAL,8,32,WR,WR180,null,null,null,null,null,435
449,C.J. Fiedorowicz,HOU,9,30,TE,TE69,null,null,null,null,null,436
450,Jordan Payton,CLE,13,29,WR,WR181,null,null,null,null,null,437
451,Vernon Davis,WAS,9,38,TE,TE70,null,null,null,null,null,438
452,Demarcus Robinson,KC,5,27,WR,WR182,252,219,220,217,269,439
453,Brenton Bersin,CAR,7,32,WR,WR183,null,null,null,null,null,440
454,Rex Burkhead,CIN,9,32,RB,RB137,230,209,168.1,159.5,237,441
455,Donald Brown,NE,9,35,RB,RB138,null,null,null,null,null,442
456,Zac Stacy,NYJ,11,31,RB,RB139,null,null,null,null,null,443
457,Daniel Thomas,MIA,8,34,RB,RB140,null,null,null,null,null,444
458,Kaelin Clay,BAL,8,30,WR,WR184,null,null,null,null,null,445
459,Jonas Gray,JAX,5,32,RB,RB141,null,null,null,null,null,446
460,James Wright,CIN,9,30,WR,WR185,null,null,null,null,null,447
461,Keshawn Martin,NE,9,32,WR,WR186,null,null,null,null,null,448
462,DeVier Posey,DEN,11,32,WR,WR187,null,null,null,null,null,449
463,Kelvin Taylor,SF,8,28,RB,RB142,null,null,null,null,null,450
464,Malcolm Johnson,CLE,13,30,FB,RB143,null,null,null,null,null,451
465,Brandon Pettigrew,DET,10,37,TE,TE71,null,null,null,null,null,452
466,Brian Hoyer,CHI,9,36,QB,QB40,593,537,549,459,593,453
467,Dres Anderson,SF,8,30,WR,WR188,null,null,null,null,null,454
468,Anthony Sherman,KC,5,33,FB,RB144,null,null,null,null,null,455
469,Blake Bell,SF,8,31,TE,TE72,479,443,461,424,527,456
470,Kolby Listenbee,BUF,10,28,WR,WR189,null,null,null,null,null,457
471,Jarrett Boykin,BUF,10,32,WR,WR190,null,null,null,null,null,458
472,Rod Smith,DAL,7,30,RB,RB145,null,null,null,null,null,459
473,Cedric Peerman,CIN,9,35,RB,RB146,null,null,null,null,null,460
474,Ricardo Louis,CLE,13,28,WR,WR191,null,null,null,null,null,461
475,Keith Mumphery,HOU,9,30,WR,WR192,null,null,null,null,null,462
476,Jerome Felton,BUF,10,36,FB,RB147,null,null,null,null,null,463
477,Brandon Weeden,HOU,9,38,QB,QB41,null,null,null,null,null,464
478,Juwan Thompson,DEN,11,30,RB,RB148,null,null,null,null,null,466
479,Jhurell Pressley,GB,4,30,RB,RB149,null,null,null,null,null,467
480,Austin Johnson,NO,5,33,FB,RB150,null,null,null,null,null,468
481,Demetrius Harris,KC,5,31,TE,TE73,null,null,null,null,null,469
482,Marcus Easley,BUF,10,34,WR,WR193,null,null,null,null,null,470
483,Bradley Marquez,LAR,8,29,WR,WR194,null,null,null,null,null,471
484,Cole Wick,DET,10,28,TE,TE74,null,null,null,null,null,473
