Rank,Name,Team,ByeWeek,Age,Position,PositionRank,Week1ADP,Week2ADP,Week3ADP,HighestADP,LowestADP,AverageDraftPositionPPR
87,Robbie Anderson,NYJ,11,29,WR,WR35,201,171.2,168.6,134.7,201,85.8
88,Jordan Reed,WAS,4,32,TE,TE10,null,null,null,null,null,88
89,Rashaad Penny,SEA,7,26,RB,RB36,62.9,68.6,66.8,62.9,68.6,88.2
90,Devin Funchess,CAR,4,28,TE,TE11,639,590,602,590,843,89.4
91,Carson Wentz,PHI,9,29,QB,QB9,249,161.6,165.9,151.1,249,90.6
92,Isaiah Crowell,NYJ,11,29,RB,RB37,null,null,null,null,null,91.3
93,Nelson Agholor,PHI,9,29,WR,WR36,226,201,205,201,243,92.7
94,Marlon Mack,IND,9,26,RB,RB38,233,122.4,119.3,115.8,233,93.4
95,Randall Cobb,GB,7,32,WR,WR37,214,190,155.8,151.1,215,93.7
96,Jacksonville Jaguars,JAX,9,null,DST,DST1,192,192,192,192,192,93.8
97,David Njoku,CLE,11,26,TE,TE12,172,161.9,156.8,147.2,329,94.9
98,Matthew Stafford,DET,6,34,QB,QB10,85.9,84.3,79.6,70.7,85.9,95.1
99,Sammy Watkins,KC,12,29,WR,WR38,185.2,175.5,175.7,155.4,212,95.2
100,Jordy Nelson,LV,7,37,WR,WR39,null,null,null,null,null,96.7
101,Aaron Jones,GB,7,27,RB,RB39,15.1,15.3,15.4,15.1,27.4,96.9
102,Duke Johnson,CLE,11,28,RB,RB40,284,240,237,235,287,97.9
103,Jimmy Garoppolo,SF,11,30,QB,QB11,474,434,372,247,474,98.1
104,James White,NE,11,30,RB,RB41,725,671,171.9,136.4,725,99.4
105,Robert Woods,LAR,12,30,WR,WR40,100.7,101.7,98.7,62.3,101.7,101.2
105,Mike Williams,LAC,8,27,WR,WR41,40.9,45.8,48.4,40.9,76,101.2
107,Los Angeles Rams,LAR,12,null,DST,DST2,139,125.2,123.5,123.5,151.1,102
108,Philip Rivers,LAC,8,40,QB,QB12,null,null,null,null,null,104.7
109,Kenny Stills,MIA,11,30,WR,WR42,null,null,null,null,null,107.5
110,Alfred Morris,SF,11,33,RB,RB42,null,null,null,null,null,107.8
111,Sterling Shepard,NYG,9,29,WR,WR43,205,188,191,134.5,207,107.9
112,Matt Ryan,ATL,8,37,QB,QB13,132.4,139.7,140.5,132.4,150.8,108.8
113,Bilal Powell,NYJ,11,33,RB,RB43,null,null,null,null,null,111.4
114,Minnesota Vikings,MIN,10,null,DST,DST3,157.5,148,155.6,146.1,184,111.6
115,Keelan Cole,JAX,9,29,WR,WR44,243,213,216,185,283,112
116,Matt Breida,SF,11,27,RB,RB44,254,176.3,168,144.4,269,112.2
117,Pierre Garcon,SF,11,36,WR,WR45,null,null,null,null,null,112.3
118,Ben Roethlisberger,PIT,7,40,QB,QB14,null,null,null,null,null,114.1
119,Ronald Jones,TB,5,25,RB,RB45,175.8,109.6,103.3,99.4,175.8,115.1
120,Jack Doyle,IND,9,32,TE,TE13,null,null,null,null,null,115.5
121,Kelvin Benjamin,BUF,11,31,WR,WR46,null,null,null,null,null,118
122,Los Angeles Chargers,LAC,8,null,DST,DST4,183.5,145.9,147.6,145.9,183.5,118.3
123,Philadelphia Eagles,PHI,9,null,DST,DST5,191.7,162,162.3,150.2,191.7,118.8
124,Patrick Mahomes,KC,12,26,QB,QB15,39,39.1,37.1,28.5,39.1,119
125,Calvin Ridley,ATL,8,27,WR,WR47,1043,162,156,52.5,1043,121.2
126,John Brown,BAL,10,32,WR,WR48,760,705,721,620,772,122.7
127,Jared Goff,LAR,12,27,QB,QB16,250,176.4,169.2,156.8,250,123.2
128,Latavius Murray,MIN,10,32,RB,RB46,null,null,null,null,null,127.6
129,Michael Gallup,DAL,8,26,WR,WR49,115.7,121.4,118.7,101.7,121.4,127.7
130,Baltimore Ravens,BAL,10,null,DST,DST6,193.1,167.2,170,151.8,193.1,128.3
131,Allen Hurns,DAL,8,30,WR,WR50,null,null,null,null,null,128.7
132,Houston Texans,HOU,10,null,DST,DST7,193,193,193,193,193,129.4
132,Nick Chubb,CLE,11,26,RB,RB47,17.9,15.7,14.5,7.8,17.9,129.4
134,Corey Clement,PHI,9,27,RB,RB48,1039,980,401,397,1039,129.6
135,Tyler Lockett,SEA,7,29,WR,WR51,105.8,108.6,106.1,40.9,167,131.2
136,Alex Smith,WAS,4,38,QB,QB17,null,null,null,null,null,131.5
137,George Kittle,SF,11,28,TE,TE14,43,42.8,40.5,31.9,43,132.4
138,DJ Moore,CAR,4,25,WR,WR52,37.6,39.5,42.7,37.6,53.9,133.8
139,CJ Anderson,CAR,4,31,RB,RB49,null,null,null,null,null,134.6
140,Chris Godwin,TB,5,26,WR,WR53,53.8,55.6,55.7,41.7,55.7,135.3
141,Marcus Mariota,TEN,8,28,QB,QB18,262,170.4,180.7,165.3,262,135.8
141,Kenny Golladay,DET,6,28,WR,WR54,175.1,163.6,162.3,135.3,175.1,135.8
143,Denver Broncos,DEN,10,null,DST,DST8,184.7,165.8,168.1,156.9,184.7,137.4
144,Ty Montgomery,GB,7,29,WR,WR55,304,160.9,242,160.9,444,138
145,Chicago Bears,CHI,5,null,DST,DST9,159.4,159.4,161.3,143,179,139.9
146,Geronimo Allison,GB,7,28,WR,WR56,906,402,409,321,1016,140.3
147,Derek Carr,LV,7,31,QB,QB19,99.4,103.8,101.9,99.4,130.9,140.5
148,Greg Zuerlein,LAR,12,34,K,K1,519,501,513,124.9,550,144.3
149,Anthony Miller,CHI,5,27,WR,WR57,null,null,null,null,null,144.5
150,New Orleans Saints,NO,6,null,DST,DST10,184.4,147.1,146.8,139.2,184.4,144.6
150,Jordan Wilkins,IND,9,28,RB,RB50,1120,1058,333,333,1120,144.6
152,Giovani Bernard,CIN,9,30,RB,RB51,298,253,170.5,140.1,298,145.7
153,Vance McDonald,PIT,7,32,TE,TE15,null,null,null,null,null,145.8
154,James Conner,PIT,7,27,RB,RB52,28.6,30,31.5,28.6,52.5,147.6
155,Stephen Gostkowski,NE,11,38,K,K2,null,null,null,null,null,148.4
156,Tyler Eifert,CIN,9,31,TE,TE16,null,null,null,null,null,148.9
157,Dede Westbrook,JAX,9,28,WR,WR58,null,null,null,null,null,149.3
158,Cameron Meredith,NO,6,29,WR,WR59,null,null,null,null,null,150.6
159,John Ross,CIN,9,26,WR,WR60,null,null,null,null,null,152.3
160,Justin Tucker,BAL,10,32,K,K3,157,135.3,136.4,135.3,157,152.5
161,Jameis Winston,TB,5,28,QB,QB20,149,155.4,155.2,149,165.5,152.6
162,Austin Hooper,ATL,8,27,TE,TE17,334,159.3,156.6,151.4,336,152.9
163,Antonio Callaway,CLE,11,25,WR,WR61,null,null,null,null,null,154
164,DeSean Jackson,TB,5,35,WR,WR62,null,null,null,null,null,154.1
165,Ricky Seals-Jones,ARI,9,27,TE,TE18,null,null,null,null,null,154.9
166,Cameron Brate,TB,5,31,TE,TE19,373,137.9,146,137.9,373,155.6
167,Kenneth Dixon,BAL,10,28,RB,RB53,null,null,null,null,null,156.1
168,Dak Prescott,DAL,8,29,QB,QB21,83.9,89.3,86.7,78.4,89.3,156.3
168,Eli Manning,NYG,9,41,QB,QB22,null,null,null,null,null,156.3
170,Rob Kelley,WAS,4,29,RB,RB54,null,null,null,null,null,156.4
170,Samaje Perine,WAS,4,26,RB,RB55,181.5,168.9,166.6,154,234,156.4
172,DeVante Parker,MIA,11,29,WR,WR63,130.4,131.6,130.6,105.3,131.6,156.5
173,Nyheim Hines,IND,9,25,RB,RB56,93.5,102.7,103.4,93.5,135.9,156.7
174,LeGarrette Blount,DET,6,35,RB,RB57,null,null,null,null,null,156.9
175,Mike Gesicki,MIA,11,26,TE,TE20,109.4,122.2,121,95.7,122.2,157.1
176,O.J. Howard,TB,5,27,TE,TE21,440,381,368,361,440,157.2
177,Tyrod Taylor,CLE,11,33,QB,QB23,509,458,476,385,509,157.3
178,Tavon Austin,DAL,8,32,WR,WR64,715,489,459,298,863,157.6
179,Taywan Taylor,TEN,8,27,WR,WR65,null,null,null,null,null,157.7
180,Danny Amendola,MIA,11,36,WR,WR66,null,null,null,null,null,158
180,Austin Seferian-Jenkins,JAX,9,29,TE,TE22,null,null,null,null,null,158
180,D'Onta Foreman,HOU,10,26,RB,RB58,177.6,157.7,156.5,156.5,256,158
183,Devontae Booker,DEN,10,30,RB,RB59,null,null,null,null,null,158.2
183,John Kelly Jr.,LAR,12,25,RB,RB60,1111,1049,1054,678,1111,158.2
185,Brandon Marshall,SEA,7,38,WR,WR67,null,null,null,null,null,158.6
186,New England Patriots,NE,11,null,DST,DST11,194.2,160.4,161.9,155,194.2,158.7
186,Paul Richardson,WAS,4,30,WR,WR68,null,null,null,null,null,158.7
186,Charles Clay,BUF,11,33,TE,TE23,null,null,null,null,null,158.7
186,Doug Martin,LV,7,33,RB,RB61,null,null,null,null,null,158.7
190,Eric Ebron,IND,9,29,TE,TE24,null,null,null,null,null,159
191,Quincy Enunwa,NYJ,11,30,WR,WR69,null,null,null,null,null,159.1
191,Hayden Hurst,BAL,10,29,TE,TE25,165.6,154.4,147.4,131.9,342,159.1
193,Benjamin Watson,NO,6,41,TE,TE26,null,null,null,null,null,159.3
194,Mohamed Sanu,ATL,8,33,WR,WR70,404,355,351,247,404,159.4
195,Kalen Ballage,MIA,11,26,RB,RB62,null,null,null,null,null,159.7
196,Cole Beasley,DAL,8,33,WR,WR71,null,null,null,null,null,160.3
196,Dallas Goedert,PHI,9,27,TE,TE27,75.4,80.1,80.2,61.9,80.2,160.3
198,T.J. Yeldon,JAX,9,28,RB,RB63,null,null,null,null,null,160.5
199,Josh Doctson,WAS,4,29,WR,WR72,null,null,null,null,null,160.6
200,Theo Riddick,DET,6,31,RB,RB64,null,null,null,null,null,160.9
201,Wil Lutz,NO,6,28,K,K4,510,171.6,174,156,510,161.1
202,Eric Decker,NE,11,35,WR,WR73,null,null,null,null,null,161.2
203,Rishard Matthews,TEN,8,32,WR,WR74,null,null,null,null,null,161.9
203,Frank Gore,MIA,11,39,RB,RB65,null,null,null,null,null,161.9
205,James Washington,PIT,7,26,WR,WR75,240,208,208,188,240,162.1
206,Mitch Trubisky,CHI,5,28,QB,QB24,283,232,149.5,146.6,318,162.2
207,Chris Ivory,BUF,11,34,RB,RB66,null,null,null,null,null,162.3
208,Jeremy Hill,NE,11,29,RB,RB67,null,null,null,null,null,162.5
209,Tyrell Williams,LAC,8,30,WR,WR76,null,null,null,null,null,163.2
210,Andy Dalton,CIN,9,34,QB,QB25,517,462,477,412,523,163.8
211,Carolina Panthers,CAR,4,null,DST,DST12,163.5,177.3,177.3,150.5,181,163.9
211,Courtland Sutton,DEN,10,26,WR,WR77,48.9,59.5,66.5,48.9,89,163.9
213,Martavis Bryant,LV,7,30,WR,WR78,null,null,null,null,null,164
214,Christian Kirk,ARI,9,25,WR,WR79,95.7,107,108.8,95.7,119.6,164.2
215,Cordarrelle Patterson,NE,11,31,RB,RB68,88.8,93.5,92.7,88.8,96.5,164.4
216,Blake Bortles,JAX,9,30,QB,QB26,737,683,700,540,751,164.5
217,Austin Ekeler,LAC,8,27,RB,RB69,3.7,4.1,4.7,3.2,4.7,164.9
218,Spencer Ware,KC,12,30,RB,RB70,null,null,null,null,null,165
219,Matt Bryant,ATL,8,47,K,K5,null,null,null,null,null,165.2
219,Pittsburgh Steelers,PIT,7,null,DST,DST13,166.9,153.1,154.5,137.4,170,165.2
221,Arizona Cardinals,ARI,9,null,DST,DST14,165.6,165.6,162.9,154.9,165.6,165.5
222,Baker Mayfield,CLE,11,27,QB,QB27,171.2,165.7,166.6,159.9,324,165.8
223,Daniel Carlson,MIN,10,27,K,K6,173.8,142.2,143.9,142.2,474,166
224,Dallas Cowboys,DAL,8,null,DST,DST15,155.1,156.5,155,151.8,182,166.4
225,Atlanta Falcons,ATL,8,null,DST,DST16,187,187,187,187,187,166.5
226,Case Keenum,DEN,10,34,QB,QB28,563,509,519,463,563,166.6
227,Chris Boswell,PIT,7,31,K,K7,512,171,171.9,157.9,512,166.7
228,Green Bay Packers,GB,7,null,DST,DST17,175.8,162.8,162.8,151.4,177,166.8
229,Harrison Butker,KC,12,27,K,K8,175.3,145.7,145.5,142.3,175.3,167.1
230,Lamar Jackson,BAL,10,25,QB,QB29,50.3,50.3,48.9,48.1,54.3,167.2
231,Tennessee Titans,TEN,8,null,DST,DST18,164.6,164.6,155.8,155.8,186,167.3
232,Kansas City Chiefs,KC,12,null,DST,DST19,151.3,151.3,154.1,151.3,174,169.2
233,Jake Elliott,PHI,9,27,K,K9,498,175.4,172.9,160.5,498,169.4
234,Cleveland Browns,CLE,11,null,DST,DST20,163.6,168.2,168.9,158.9,176.8,169.7
235,Mason Crosby,GB,7,38,K,K10,506,163.6,166,141.6,506,170.1
236,Detroit Lions,DET,6,null,DST,DST21,148.9,148.9,148.9,143.5,189,170.6
237,Dan Bailey,DAL,8,34,K,K11,null,null,null,null,null,171.1
238,Robbie Gould,SF,11,39,K,K12,503,174.2,176.1,149,503,171.6
239,Matt Prater,DET,6,38,K,K13,491,165.5,166.2,153,491,171.8
240,Adam Vinatieri,IND,9,49,K,K14,null,null,null,null,null,172.8
241,Brandon McManus,DEN,10,31,K,K15,490,158.4,158,158,490,173
241,Washington Commanders,WAS,4,null,DST,DST22,160.5,157.1,151.6,151.6,171.6,173
243,Terrance Williams,DAL,8,32,WR,WR80,null,null,null,null,null,174
244,Ryan Succop,TEN,8,35,K,K16,481,151.5,150,141.4,481,174.2
244,Kai Forbath,MIN,10,35,K,K17,null,null,null,null,null,174.2
246,Graham Gano,CAR,4,35,K,K18,514,166.9,173.4,149,514,174.4
247,Albert Wilson,MIA,11,30,WR,WR81,742,264,262,245,742,175
248,Ryan Grant,IND,9,31,WR,WR82,null,null,null,null,null,176
249,Mike Wallace,PHI,9,36,WR,WR83,null,null,null,null,null,177
250,Seattle Seahawks,SEA,7,null,DST,DST23,178,178,178,178,178,178
250,Brandon LaFell,LV,7,35,WR,WR84,null,null,null,null,null,178
252,Ted Ginn Jr.,NO,6,37,WR,WR85,null,null,null,null,null,179
253,Willie Snead IV,BAL,10,29,WR,WR86,732,678,695,624,771,180
254,Las Vegas Raiders,LV,7,null,DST,DST24,190,190,190,190,190,181
254,Zay Jones,BUF,11,27,WR,WR87,213,189,195,185,216,181
256,Miami Dolphins,MIA,11,null,DST,DST25,162.2,168.6,165.8,148.1,173,182
257,Cincinnati Bengals,CIN,9,null,DST,DST26,165.2,166.7,154.6,153.2,191,183
258,San Francisco 49ers,SF,11,null,DST,DST27,153.1,139.9,139.8,137.3,153.1,184
258,Kendall Wright,MIN,10,32,WR,WR88,null,null,null,null,null,184
260,Indianapolis Colts,IND,9,null,DST,DST28,173.4,137.7,136.8,136.4,173.4,185
261,Buffalo Bills,BUF,11,null,DST,DST29,124,112.5,111.9,111.9,139,186
261,Tre'Quan Smith,NO,6,26,WR,WR89,332,272,273,271,336,186
263,Tampa Bay Buccaneers,TB,5,null,DST,DST30,150.2,131.5,129.3,123,150.2,187
264,New York Jets,NYJ,11,null,DST,DST31,130.8,130.8,166.1,130.8,188,188
265,New York Giants,NYG,9,null,DST,DST32,180,180,180,180,180,189
265,Donte Moncrief,JAX,9,29,WR,WR90,null,null,null,null,null,189
267,Terrelle Pryor,NYJ,11,33,WR,WR91,null,null,null,null,null,190
268,Jermaine Kearse,NYJ,11,32,WR,WR92,null,null,null,null,null,191
269,Travis Benjamin,LAC,8,32,WR,WR93,null,null,null,null,null,192
270,Darren Sproles,PHI,9,39,RB,RB71,null,null,null,null,null,194
271,Adam Humphries,TB,5,29,WR,WR94,null,null,null,null,null,195
272,Seth Roberts,LV,7,31,WR,WR95,null,null,null,null,null,196
273,Trent Taylor,SF,11,28,WR,WR96,430,394,398,394,432,199
274,J.J. Nelson,ARI,9,30,WR,WR97,null,null,null,null,null,200
275,Taylor Gabriel,CHI,5,31,WR,WR98,null,null,null,null,null,202
276,Bennie Fowler,CHI,5,31,WR,WR99,null,null,null,null,null,205
277,Chester Rogers,IND,9,28,WR,WR100,null,null,null,null,null,207
278,Elijah McGuire,NYJ,11,28,RB,RB72,1013,952,959,614,1013,208
279,Curtis Samuel,CAR,4,26,WR,WR101,208,183,189,181,208,210
280,Travaris Cadet,BUF,11,33,RB,RB73,null,null,null,null,null,212
281,Charles Sims,TB,5,31,RB,RB74,null,null,null,null,null,213
282,Kyle Juszczyk,SF,11,31,FB,RB75,273,229,226,224,305,216
283,Ryan Tannehill,MIA,11,34,QB,QB30,185.7,171.3,170.8,111.8,238,217
284,Javorius Allen,BAL,10,31,RB,RB76,null,null,null,null,null,218
285,Carlos Henderson,DEN,10,27,WR,WR102,null,null,null,null,null,219
286,Wayne Gallman,NYG,9,27,RB,RB77,null,null,null,null,null,220
287,Jeremy Kerley,BUF,11,33,WR,WR103,null,null,null,null,null,221
288,DJ Chark,JAX,9,25,WR,WR104,151,160.5,159.7,91.8,160.5,223
289,Jalen Richard,LV,7,28,RB,RB78,null,null,null,null,null,224
290,Keke Coutee,HOU,10,25,WR,WR105,312,263,257,257,622,225
291,Braxton Miller,HOU,10,29,WR,WR106,null,null,null,null,null,226
292,Corey Coleman,BUF,11,28,WR,WR107,545,487,499,336,822,228
293,Josh Reynolds,LAR,12,27,WR,WR108,263,221,224,198,263,229
294,De'Angelo Henderson,DEN,10,29,RB,RB79,null,null,null,null,null,230
295,Dante Pettis,SF,11,26,WR,WR109,396,341,341,307,484,232
296,Chase Edmonds,ARI,9,26,RB,RB80,71,77,78.1,71,98.7,233
297,Roger Lewis,NYG,9,28,WR,WR110,null,null,null,null,null,234
298,Jakeem Grant Sr.,MIA,11,29,WR,WR111,null,null,null,null,null,235
299,Joe Flacco,BAL,10,37,QB,QB31,518,465,538,465,597,236
300,Mike Davis,SEA,7,29,RB,RB81,172.9,171.9,172.4,150,278,237
301,Corey Grant,JAX,9,30,RB,RB82,null,null,null,null,null,238
302,Ameer Abdullah,DET,6,29,RB,RB83,238,159,143.5,104.9,294,239
303,Rod Smith,DAL,8,30,RB,RB84,null,null,null,null,null,240
304,Amara Darboh,NE,11,28,WR,WR112,null,null,null,null,null,241
305,Josh Rosen,ARI,9,25,QB,QB32,null,null,null,null,null,242
306,Robert Turbin,IND,9,32,RB,RB85,null,null,null,null,null,243
307,Brice Butler,ARI,9,32,WR,WR113,null,null,null,null,null,244
308,TJ Jones,DET,6,30,WR,WR114,null,null,null,null,null,245
309,Jaron Brown,SEA,7,32,WR,WR115,null,null,null,null,null,248
310,Chris Conley,KC,12,29,WR,WR116,223,198,201,196,240,249
311,Kenny Britt,NE,11,33,WR,WR117,null,null,null,null,null,251
312,Torrey Smith,CAR,4,33,WR,WR118,null,null,null,null,null,253
313,Christine Michael,IND,9,31,RB,RB86,null,null,null,null,null,254
314,Joe Williams,SF,11,29,RB,RB87,null,null,null,null,null,255
315,Chris Moore,BAL,10,29,WR,WR119,278,233,235,231,968,256
316,J'Mon Moore,GB,7,27,WR,WR120,null,null,null,null,null,257
317,T.J. Logan,ARI,9,28,RB,RB88,null,null,null,null,null,258
318,Rashard Higgins,CLE,11,27,WR,WR121,256,227,223,220,317,259
319,Wendell Smallwood,PHI,9,28,RB,RB89,null,null,null,null,null,261
320,DaeSean Hamilton,DEN,10,27,WR,WR122,1088,1027,1032,323,1088,262
321,Jared Cook,LV,7,35,TE,TE28,null,null,null,null,null,264
322,Tanner McEvoy,MIA,11,29,WR,WR123,null,null,null,null,null,266
323,Jaleel Scott,BAL,10,27,WR,WR124,null,null,null,null,null,267
324,Jordan Lasley,BAL,10,25,WR,WR125,null,null,null,null,null,268
325,Cameron Artis-Payne,CAR,4,30,RB,RB90,null,null,null,null,null,269
326,AJ McCarron,LV,7,31,QB,QB33,null,null,null,null,null,271
327,Josh McCown,NYJ,11,43,QB,QB34,null,null,null,null,null,274
328,Chad Williams,ARI,9,27,WR,WR126,null,null,null,null,null,275
329,Demarcus Robinson,KC,12,27,WR,WR127,252,219,220,217,269,276
330,Terrance West,NO,6,31,RB,RB91,null,null,null,null,null,277
331,Malcolm Brown,LAR,12,29,RB,RB92,807,750,766,208,807,278
332,Hunter Sharp,NYG,9,28,WR,WR128,null,null,null,null,null,279
